"query","dish_name","recipe_id","label","reason","source"
"Tôi muốn tìm món kho mặn ngọt kiểu truyền thống Việt Nam","Mắm ba khía","7498","0","Không phải món kho, là món ăn vặt mắm ba khía.","pinecone"
"Tôi muốn tìm món kho mặn ngọt kiểu truyền thống Việt Nam","Chao thúi - chao chùa","6754","0","Món chay, sản phẩm chao, không phải món kho mặn ngọt truyền thống.","pinecone"
"Tôi muốn tìm món kho mặn ngọt kiểu truyền thống Việt Nam","Nấm đông cô kho thơm","2834","1","Món kho nhưng món chay, không rõ vị mặn ngọt truyền thống.","pinecone"
"Tôi muốn tìm món kho mặn ngọt kiểu truyền thống Việt Nam","Khoai lang mật nướng","18","0","Món nướng, không phải kho, không phù hợp yêu cầu.","pinecone"
"Tôi muốn tìm món kho mặn ngọt kiểu truyền thống Việt Nam","Mắm cà xỉu Hà Tiên","10091","1","Món khô-mắm, không phải kho mặn ngọt kiểu truyền thống.","pinecone"
"Tôi muốn tìm món kho mặn ngọt kiểu truyền thống Việt Nam","Khoai lang lắc muối","4365","0","Món chiên không phải kho.","pinecone"
"Tôi muốn tìm món kho mặn ngọt kiểu truyền thống Việt Nam","Cá nục kho kiểu Huế","2553","4","Là món kho, có đường thốt nốt thể hiện vị mặn ngọt, rất phù hợp mô tả truyền thống Việt Nam.","pinecone"
"Tôi muốn tìm món kho mặn ngọt kiểu truyền thống Việt Nam","Mận ngâm đường phèn","8706","0","Thức uống, không phải món kho.","pinecone"
"Tôi muốn tìm món kho mặn ngọt kiểu truyền thống Việt Nam","Khô cá đù một nắng","10003","0","Món khô, không phải kho mặn ngọt.","pinecone"
"Tôi muốn tìm món kho mặn ngọt kiểu truyền thống Việt Nam","Khoai lang mật nướng bằng nồi chiên không dầu","383","0","Món nướng, không phải kho.","pinecone"
"Tôi muốn tìm món kho mặn ngọt kiểu truyền thống Việt Nam","Chùm ruột ngâm đường","8084","0","Ăn vặt và thức uống, không phải kho.","pinecone"
"Cho tôi một món kho ngon, dễ làm, được nhiều người xem","Khoai lang nướng","742","0","Món nướng không phải món kho","pinecone"
"Cho tôi một món kho ngon, dễ làm, được nhiều người xem","Khoai lang luộc","7850","0","Không phải món kho","pinecone"
"Cho tôi một món kho ngon, dễ làm, được nhiều người xem","Khai từ luộc","4990","0","Không phải món kho","pinecone"
"Cho tôi một món kho ngon, dễ làm, được nhiều người xem","Cháo giò heo truyền thống","1065","0","Không phải món kho","pinecone"
"Cho tôi một món kho ngon, dễ làm, được nhiều người xem","Mực khô nướng","424","0","Không phải món kho","pinecone"
"Cho tôi một món kho ngon, dễ làm, được nhiều người xem","Nướng khoai bằng lò vi sóng","524","0","Không phải món kho","pinecone"
"Cho tôi một món kho ngon, dễ làm, được nhiều người xem","Khoai lang sấy dẻo bằng lò nướng","8096","0","Không phải món kho","pinecone"
"Cho tôi một món kho ngon, dễ làm, được nhiều người xem","Nướng khoai lang bằng lò nướng","77","0","Không phải món kho","pinecone"
"Cho tôi một món kho ngon, dễ làm, được nhiều người xem","Yến chưng đường phèn","5065","0","Không phải món kho","pinecone"
"Cho tôi một món kho ngon, dễ làm, được nhiều người xem","Khoai deo Quảng Bình","7267","0","Không phải món kho","pinecone"
"Cho tôi một món kho ngon, dễ làm, được nhiều người xem","Khoai lang mật nướng bằng nồi chiên không dầu","383","0","Không phải món kho","pinecone"
"Cho tôi một món kho ngon, dễ làm, được nhiều người xem","Canh chua chay","6894","0","Không phải món kho","pinecone"
"Cho tôi một món kho ngon, dễ làm, được nhiều người xem","Khô cá bò nướng","10025","0","Không phải món kho","pinecone"
"Cho tôi một món kho ngon, dễ làm, được nhiều người xem","Súp gà kem nấm","6392","0","Không phải món kho","pinecone"
"Cho tôi một món kho ngon, dễ làm, được nhiều người xem","Khoai lang mật nướng","18","0","Không phải món kho","pinecone"
"Tôi muốn món chiên giòn cho bữa ăn vui miệng","Cháo chiên giòn","3568","4","Món chiên giòn rõ ràng, dễ làm, thời gian chấp nhận được, phù hợp bữa vui miệng.","pinecone"
"Tôi muốn món chiên giòn cho bữa ăn vui miệng","Bánh bột mì chiên nhân đường","7829","3","Ăn vặt chiên phù hợp, nhưng không rõ giòn, thời gian hơi lâu.","pinecone"
"Tôi muốn món chiên giòn cho bữa ăn vui miệng","bánh tráng nướng bằng nồi chiên không dầu","4","0","Món nướng, không phải chiên giòn, không phù hợp với yêu cầu.","pinecone"
"Tôi muốn món chiên giòn cho bữa ăn vui miệng","Nấm bào ngư chiên giòn","3977","4","Món chiên giòn, dễ làm, nguyên liệu rõ, phù hợp bữa ăn vui miệng.","pinecone"
"Tôi muốn món chiên giòn cho bữa ăn vui miệng","Chả giò chiên bằng nồi chiên không dầu","4412","4","Món chiên giòn, nguyên liệu đầy đủ, dễ làm, phù hợp yêu cầu.","pinecone"
"Tôi muốn món chiên giòn cho bữa ăn vui miệng","Ổi chiên","4754","4","Món chiên giòn, nguyên liệu phù hợp, thời gian chấp nhận được.","pinecone"
"Tôi muốn món chiên giòn cho bữa ăn vui miệng","Tàu hũ chiên giòn","3485","3","Món chiên giòn, chay, thời gian chuẩn bị hơi dài nhưng vẫn phù hợp.","pinecone"
"Tôi muốn món chiên giòn cho bữa ăn vui miệng","Tóp mỡ chay chiên giòn","6938","3","Món chiên giòn chay, nguyên liệu phù hợp, thời gian nấu thấp.","pinecone"
"Tôi muốn món chiên giòn cho bữa ăn vui miệng","Kem chiên giòn","7702","4","Món chiên giòn, nguyên liệu đa dạng, thời gian hợp lý, ăn vặt vui miệng.","pinecone"
"Tôi muốn món chiên giòn cho bữa ăn vui miệng","Sầu riêng nướng bằng nồi chiên không dầu","108","0","Món nướng, không phải chiên giòn, không phù hợp yêu cầu.","pinecone"
"Tôi muốn món chiên giòn cho bữa ăn vui miệng","Đậu hũ chiên bằng nồi chiên không dầu","3835","4","Món chiên giòn, nguyên liệu phù hợp, dễ làm, nổi bật độ phổ biến.","pinecone"
"Tôi muốn món chiên giòn cho bữa ăn vui miệng","Tokbokki chiên xù","4064","4","Món chiên giòn nguyên liệu rõ ràng, nổi bật độ phổ biến, phù hợp bữa vui miệng.","pinecone"
"Tôi muốn món chiên giòn cho bữa ăn vui miệng","Khoai lang chiên bằng nồi chiên không dầu","4293","4","Món chiên giòn, nguyên liệu phù hợp, thời gian phù hợp, độ phổ biến cao.","pinecone"
"Tôi muốn món chiên giòn cho bữa ăn vui miệng","Bánh chưng (bánh tét) chiên nước","4246","3","Món chiên, thời gian hơi lâu, phù hợp ăn ngày lễ, không rõ độ giòn.","pinecone"
"Tôi muốn món chiên giòn cho bữa ăn vui miệng","Tôm cuộn mì chiên giòn","3984","4","Món chiên giòn, nguyên liệu đầy đủ, thời gian chấp nhận được.","pinecone"
"Gợi ý món chiên cho 2-3 người, thời gian chuẩn bị dưới 20 phút","Canh gà khổ qua","6403","0","Không phải món chiên mà là món canh, thời gian nấu 70 phút vượt nhiều.","pinecone"
"Gợi ý món chiên cho 2-3 người, thời gian chuẩn bị dưới 20 phút","Bánh tráng trộn chay","6879","0","Không phải món chiên mà là món chay trộn.","pinecone"
"Gợi ý món chiên cho 2-3 người, thời gian chuẩn bị dưới 20 phút","Ổi chiên","4754","4","Món chiên, phục vụ 2-3 người, thời gian chuẩn bị 15 phút phù hợp yêu cầu.","pinecone"
"Gợi ý món chiên cho 2-3 người, thời gian chuẩn bị dưới 20 phút","Chả giò chiên bằng nồi chiên không dầu","4412","2","Món chiên đúng loại, chuẩn bị 5 phút phù hợp, nhưng phục vụ 4-6 người vượt số lượng yêu cầu.","pinecone"
"Gợi ý món chiên cho 2-3 người, thời gian chuẩn bị dưới 20 phút","Cháo chiên giòn","3568","2","Món chiên đúng loại, thời gian chuẩn bị 5 phút, nhưng phục vụ 4-6 người không phù hợp khẩu phần.","pinecone"
"Gợi ý món chiên cho 2-3 người, thời gian chuẩn bị dưới 20 phút","Cách chiên lạp vịt","3560","1","Món chiên đúng loại, thời gian chuẩn bị phù hợp, nhưng phục vụ cho 1 người, không đúng số lượng.","pinecone"
"Gợi ý món chiên cho 2-3 người, thời gian chuẩn bị dưới 20 phút","Xúc xích chiên bằng nồi chiên không dầu","3514","2","Món chiên đúng loại, chuẩn bị 15 phút, nhưng phục vụ 4-6 người, vượt số lượng yêu cầu.","pinecone"
"Gợi ý món chiên cho 2-3 người, thời gian chuẩn bị dưới 20 phút","chiên phồng tôm bằng lò vi sóng","4752","2","Món chiên đúng loại, có thời gian chuẩn bị thấp, nhưng phục vụ 4-6 người vượt số lượng.","pinecone"
"Gợi ý món chiên cho 2-3 người, thời gian chuẩn bị dưới 20 phút","Đậu hũ chiên bằng nồi chiên không dầu","3835","2","Món chiên đúng loại, thời gian chuẩn bị 10 phút phù hợp, nhưng phục vụ 4-6 người.","pinecone"
"Gợi ý món chiên cho 2-3 người, thời gian chuẩn bị dưới 20 phút","Trứng siêu dài","5453","0","Không phải món chiên mà là món hấp.","pinecone"
"Gợi ý món chiên cho 2-3 người, thời gian chuẩn bị dưới 20 phút","Nui chiên lắc phô mai","3938","3","Món chiên đúng loại, phục vụ 2-3 người, nhưng thời gian chuẩn bị 20 phút đúng vừa đủ, còn thời gian nấu 15 phút hơi cao.","pinecone"
"Gợi ý món chiên cho 2-3 người, thời gian chuẩn bị dưới 20 phút","Vịt chiên giòn","4531","0","Thời gian chuẩn bị và nấu lâu (30 phút), phục vụ 4-6 người không đúng số lượng.","pinecone"
"Gợi ý món chiên cho 2-3 người, thời gian chuẩn bị dưới 20 phút","khoai tây nướng bằng lò vi sóng","763","0","Không phải món chiên mà là món nướng.","pinecone"
"Gợi ý món chiên cho 2-3 người, thời gian chuẩn bị dưới 20 phút","Khoai mì chiên","7851","1","Không phải món chiên mà là món ăn vặt, phục vụ 6-8 người vượt số lượng.","pinecone"
"Gợi ý món chiên cho 2-3 người, thời gian chuẩn bị dưới 20 phút","Khoai tây chiên KFC","3456","0","Thời gian chuẩn bị và nấu vượt quá 20 phút, không phù hợp.","pinecone"
"Có món chiên nào từ hải sản mà dễ làm không","Chả tôm cuộn rong biển","3904","4","Món chiên, nguyên liệu chính là tôm (hải sản), độ khó 1 (dễ).","pinecone"
"Có món chiên nào từ hải sản mà dễ làm không","Cá chét chiên giòn","4437","4","Món chiên, nguyên liệu chính là cá chét (hải sản), độ khó 1 (dễ).","pinecone"
"Có món chiên nào từ hải sản mà dễ làm không","Miến cuộn rong biển chiên giòn","4120","1","Món chiên không có nguyên liệu hải sản.","pinecone"
"Có món chiên nào từ hải sản mà dễ làm không","cá hấp chiên","3398","3","Món chiên có cá nục (hải sản) nhưng độ khó 2 (trung bình).","pinecone"
"Có món chiên nào từ hải sản mà dễ làm không","Cá liệt chiên giòn","3992","4","Món chiên, nguyên liệu chính là cá liệt (hải sản), độ khó 1 (dễ).","pinecone"
"Có món chiên nào từ hải sản mà dễ làm không","Khô cá hồi làm bằng lò nướng","360","0","Món nướng, không phải món chiên.","pinecone"
"Có món chiên nào từ hải sản mà dễ làm không","Vảy cá chiên giòn","3573","4","Món chiên, nguyên liệu chính là vảy cá (hải sản), độ khó 1 (dễ).","pinecone"
"Có món chiên nào từ hải sản mà dễ làm không","Khô cá chỉ vàng 1 nắng chiên giòn","3665","4","Món chiên, nguyên liệu chính là khô cá chỉ vàng (hải sản), độ khó 1 (dễ).","pinecone"
"Có món chiên nào từ hải sản mà dễ làm không","Trứng cuộn rong biển","3401","1","Món chiên không có nguyên liệu hải sản.","pinecone"
"Có món chiên nào từ hải sản mà dễ làm không","chiên phồng tôm bằng lò vi sóng","4752","1","Món chiên nhưng chỉ có phồng tôm chiên, không rõ là hải sản tươi.","pinecone"
"Có món chiên nào từ hải sản mà dễ làm không","Chả giò chiên bằng nồi chiên không dầu","4412","1","Món chiên không rõ nguyên liệu hải sản.","pinecone"
"Có món chiên nào từ hải sản mà dễ làm không","Nấm bào ngư chiên giòn","3977","1","Món chiên không có nguyên liệu hải sản.","pinecone"
"Có món chiên nào từ hải sản mà dễ làm không","Cá  mương chiên giòn","3540","4","Món chiên, nguyên liệu chính là cá mương (hải sản), độ khó 1 (dễ).","pinecone"
"Có món chiên nào từ hải sản mà dễ làm không","Sườn non chay chiên giòn","3496","0","Món chiên chay, không có hải sản.","pinecone"
"Có món chiên nào từ hải sản mà dễ làm không","Mực khô nướng","424","0","Món nướng không phải món chiên.","pinecone"
"Cho tôi công thức món chiên phổ biến cho trẻ em","Bánh mì kem hạnh nhân","7971","2","Không phải món chiên, mất nhiều thời gian.","pinecone"
"Cho tôi công thức món chiên phổ biến cho trẻ em","Chả giò chiên bằng nồi chiên không dầu","4412","4","Món chiên phổ biến, thời gian ngắn, phù hợp trẻ em.","pinecone"
"Cho tôi công thức món chiên phổ biến cho trẻ em","Khoai lang chiên bằng nồi chiên không dầu","4293","4","Món chiên phổ biến, dễ làm, phù hợp trẻ em.","pinecone"
"Cho tôi công thức món chiên phổ biến cho trẻ em","Đậu hũ chiên bằng nồi chiên không dầu","3835","4","Món chiên phổ biến, đơn giản, phù hợp trẻ em.","pinecone"
"Cho tôi công thức món chiên phổ biến cho trẻ em","Cách chiên lạp vịt","3560","3","Món chiên nhưng khẩu phần nhỏ và phổ biến trung bình.","pinecone"
"Cho tôi công thức món chiên phổ biến cho trẻ em","Khoai tây chiên bằng nồi chiên không dầu","4218","3","Món chiên phổ biến nhưng thời gian nấu hơi lâu.","pinecone"
"Cho tôi công thức món chiên phổ biến cho trẻ em","Khoai tây chiên KFC","3456","1","Món chiên nhưng ít phổ biến và thời gian lâu.","pinecone"
"Cho tôi công thức món chiên phổ biến cho trẻ em","Nước chấm tôm luộc, tôm hấp","5521","0","Món hấp, không phải món chiên.","pinecone"
"Cho tôi công thức món chiên phổ biến cho trẻ em","Ức vịt","725","3","Có món chiên, phổ biến khá, phù hợp vị trẻ em.","pinecone"
"Cho tôi công thức món chiên phổ biến cho trẻ em","Mứt mít dẻo (công thức được chia sẻ từ người dùng)","7458","0","Không phải món chiên, món ăn vặt không dành riêng trẻ em.","pinecone"
"Cho tôi công thức món chiên phổ biến cho trẻ em","Khoai lang mật nướng bằng nồi chiên không dầu","383","0","Món nướng, không phải món chiên.","pinecone"
"Cho tôi công thức món chiên phổ biến cho trẻ em","bánh tráng nướng bằng nồi chiên không dầu","4","0","Món nướng, không phù hợp món chiên.","pinecone"
"Cho tôi công thức món chiên phổ biến cho trẻ em","Khai từ luộc","4990","0","Món hấp, không phải món chiên.","pinecone"
"Cho tôi công thức món chiên phổ biến cho trẻ em","Xúc xích chiên bằng nồi chiên không dầu","3514","4","Món chiên, thời gian ngắn, phổ biến trung bình, phù hợp trẻ em.","pinecone"
"Cho tôi công thức món chiên phổ biến cho trẻ em","Tàu hũ chiên giòn","3485","1","Món chiên nhưng ít phổ biến, thời gian hơi lâu.","pinecone"
"Tôi cần món chiên ít nguyên liệu, thời gian nấu ngắn","Cá thu kho trà xanh","2705","0","Không phải món chiên, không phù hợp.","pinecone"
"Tôi cần món chiên ít nguyên liệu, thời gian nấu ngắn","Cháo chiên giòn","3568","4","Món chiên nguyên liệu đơn giản, thời gian chuẩn bị và nấu nhanh.","pinecone"
"Tôi cần món chiên ít nguyên liệu, thời gian nấu ngắn","Chả giò chiên bằng nồi chiên không dầu","4412","3","Món chiên, ít nguyên liệu, thời gian nấu hơi dài hơn yêu cầu.","pinecone"
"Tôi cần món chiên ít nguyên liệu, thời gian nấu ngắn","Bánh Sampa - bánh sâm banh","7672","0","Không phải món chiên, thời gian nấu dài.","pinecone"
"Tôi cần món chiên ít nguyên liệu, thời gian nấu ngắn","Cách chiên lạp vịt","3560","4","Món chiên, ít nguyên liệu, thời gian chuẩn bị và nấu nhanh.","pinecone"
"Tôi cần món chiên ít nguyên liệu, thời gian nấu ngắn","Xúc xích chiên bằng nồi chiên không dầu","3514","4","Món chiên, ít nguyên liệu, thời gian nấu ngắn.","pinecone"
"Tôi cần món chiên ít nguyên liệu, thời gian nấu ngắn","Nui chiên giòn bằng nồi chiên không dầu","3730","3","Món chiên, nguyên liệu nhiều hơn yêu cầu, thời gian nấu hơi dài.","pinecone"
"Tôi cần món chiên ít nguyên liệu, thời gian nấu ngắn","Snack da heo chiên giòn bằng nồi chiên không dầu","3820","2","Món chiên, nguyên liệu ít nhưng thời gian nấu dài.","pinecone"
"Tôi cần món chiên ít nguyên liệu, thời gian nấu ngắn","Khoai tây chiên bằng nồi chiên không dầu","4249","2","Món chiên, nguyên liệu đủ đơn giản nhưng thời gian nấu hơi dài.","pinecone"
"Tôi cần món chiên ít nguyên liệu, thời gian nấu ngắn","Nui chiên lắc phô mai","3938","2","Món chiên nhưng nguyên liệu nhiều, thời gian nấu hơi dài.","pinecone"
"Tôi cần món chiên ít nguyên liệu, thời gian nấu ngắn","Ổi chiên","4754","3","Món chiên, nguyên liệu vừa phải, thời gian nấu trung bình.","pinecone"
"Tôi cần món chiên ít nguyên liệu, thời gian nấu ngắn","Sườn non chay chiên giòn","3496","3","Món chiên, nguyên liệu vừa phải, thời gian nấu hơi dài.","pinecone"
"Tôi cần món chiên ít nguyên liệu, thời gian nấu ngắn","Thịt áp chảo giòn bì","3420","1","Món chiên nhưng độ khó cao và thời gian nấu dài.","pinecone"
"Tôi cần món chiên ít nguyên liệu, thời gian nấu ngắn","Chả giò đông lạnh chiên","3508","1","Món chiên nhưng thời gian nấu dài và nguyên liệu không ít.","pinecone"
"Tôi cần món chiên ít nguyên liệu, thời gian nấu ngắn","Mực chiên giòn","4150","1","Món chiên nhưng thời gian chuẩn bị và nấu dài.","pinecone"
"Gợi ý món chiên bằng nồi chiên không dầu cho 4-6 người","Chả giò chiên bằng nồi chiên không dầu","4412","4","Món chiên, dùng nồi chiên không dầu, khẩu phần 4-6 người chuẩn.","pinecone"
"Gợi ý món chiên bằng nồi chiên không dầu cho 4-6 người","Xúc xích chiên bằng nồi chiên không dầu","3514","4","Món chiên bằng nồi chiên không dầu, khẩu phần 4-6 người phù hợp.","pinecone"
"Gợi ý món chiên bằng nồi chiên không dầu cho 4-6 người","Khoai tây chiên bằng nồi chiên không dầu","4218","3","Món chiên bằng nồi chiên không dầu, khẩu phần 4-6 người đúng, thời gian nấu hơi lâu.","pinecone"
"Gợi ý món chiên bằng nồi chiên không dầu cho 4-6 người","Đậu hũ chiên bằng nồi chiên không dầu","3835","4","Món chiên, dùng nồi chiên không dầu, khẩu phần 4-6 người đầy đủ.","pinecone"
"Gợi ý món chiên bằng nồi chiên không dầu cho 4-6 người","Cá trứng chiên bằng nồi chiên không dầu","4294","4","Món chiên, nồi chiên không dầu, khẩu phần 4-6 người đúng yêu cầu.","pinecone"
"Gợi ý món chiên bằng nồi chiên không dầu cho 4-6 người","Khoai tây chiên bằng nồi chiên không dầu","4249","1","Phục vụ 2-3 người, không phù hợp khẩu phần 4-6 người.","pinecone"
"Gợi ý món chiên bằng nồi chiên không dầu cho 4-6 người","Ổi chiên","4754","1","Phục vụ 2-3 người, không phù hợp khẩu phần yêu cầu 4-6 người.","pinecone"
"Gợi ý món chiên bằng nồi chiên không dầu cho 4-6 người","Khoai lang chiên bằng nồi chiên không dầu","4293","4","Món chiên nồi chiên không dầu, khẩu phần 4-6 người phù hợp.","pinecone"
"Gợi ý món chiên bằng nồi chiên không dầu cho 4-6 người","Snack da heo chiên giòn bằng nồi chiên không dầu","3820","4","Món chiên bằng nồi chiên không dầu, phục vụ 4-6 người chính xác.","pinecone"
"Gợi ý món chiên bằng nồi chiên không dầu cho 4-6 người","Hành phi bằng nồi chiên không dầu","4061","4","Chiên nồi không dầu, đủ khẩu phần 4-6 người phù hợp.","pinecone"
"Gợi ý món chiên bằng nồi chiên không dầu cho 4-6 người","Bánh bao chiên bằng nồi chiên không dầu","3539","2","Món chiên nồi chiên không dầu, khẩu phần không xác định chính xác.","pinecone"
"Gợi ý món chiên bằng nồi chiên không dầu cho 4-6 người","Thịt heo nướng mật ong","441","1","Món nướng, không phải chiên, không phù hợp category yêu cầu.","pinecone"
"Gợi ý món chiên bằng nồi chiên không dầu cho 4-6 người","Thịt heo chiên xù bằng nồi chiên không dầu","4087","4","Món chiên nồi chiên không dầu, khẩu phần 4-6 người đúng.","pinecone"
"Gợi ý món chiên bằng nồi chiên không dầu cho 4-6 người","Tôm cuộn khoai tây chiên bằng nồi chiên không dầu","4252","1","Phục vụ 2-3 người, không đúng khẩu phần yêu cầu.","pinecone"
"Gợi ý món chiên bằng nồi chiên không dầu cho 4-6 người","Thịt xông khói chiên xù cuộn hành tây bằng nồi chiên không dầu","4237","1","Phục vụ 2-3 người, lệch khẩu phần 4-6 người của query.","pinecone"
"Có món chiên nào khó nấu để đãi bạn bè không","Chả giò chiên bằng nồi chiên không dầu","4412","1","Món chiên nhưng độ khó là 1, không khó như yêu cầu.","pinecone"
"Có món chiên nào khó nấu để đãi bạn bè không","Xúc xích chiên bằng nồi chiên không dầu","3514","1","Món chiên nhưng độ khó thấp, không phù hợp yêu cầu khó nấu.","pinecone"
"Có món chiên nào khó nấu để đãi bạn bè không","Tôm xào giá hẹ","1378","0","Món xào, không phải món chiên.","pinecone"
"Có món chiên nào khó nấu để đãi bạn bè không","Cháo chiên giòn","3568","1","Món chiên độ khó thấp, không phù hợp yêu cầu khó nấu.","pinecone"
"Có món chiên nào khó nấu để đãi bạn bè không","Vịt chiên giòn","4531","1","Món chiên độ khó thấp, không phù hợp kiểu nấu khó.","pinecone"
"Có món chiên nào khó nấu để đãi bạn bè không","Khoai lang chiên bằng nồi chiên không dầu","4293","1","Món chiên nhưng độ khó thấp, không phù hợp yêu cầu khó.","pinecone"
"Có món chiên nào khó nấu để đãi bạn bè không","Đậu hũ chiên bằng nồi chiên không dầu","3835","1","Món chiên độ khó thấp, không phù hợp độ khó yêu cầu.","pinecone"
"Có món chiên nào khó nấu để đãi bạn bè không","Cách chiên lạp vịt","3560","1","Món chiên độ khó thấp, khẩu phần ít, không phù hợp.","pinecone"
"Có món chiên nào khó nấu để đãi bạn bè không","Ổi chiên","4754","1","Món chiên độ khó thấp, khẩu phần nhỏ, không phù hợp khó nấu.","pinecone"
"Có món chiên nào khó nấu để đãi bạn bè không","Sườn non chay chiên giòn","3496","1","Món chiên độ khó thấp, không phù hợp yêu cầu khó.","pinecone"
"Có món chiên nào khó nấu để đãi bạn bè không","Mực khô nướng","424","0","Món nướng không phải món chiên, không phù hợp category.","pinecone"
"Có món chiên nào khó nấu để đãi bạn bè không","Snack da heo chiên giòn bằng nồi chiên không dầu","3820","1","Món chiên độ khó thấp, không phù hợp yêu cầu khó nấu.","pinecone"
"Có món chiên nào khó nấu để đãi bạn bè không","Cá chét chiên giòn","4437","1","Món chiên độ khó 1, không phù hợp độ khó yêu cầu.","pinecone"
"Có món chiên nào khó nấu để đãi bạn bè không","Ức vịt","725","0","Món nướng chiên độ khó thấp, không đúng yêu cầu khó.","pinecone"
"Có món chiên nào khó nấu để đãi bạn bè không","Rắn mối nướng mọi","142","0","Món nướng không phải món chiên.","pinecone"
"Tôi muốn món chiên ăn vặt nhưng vẫn có thể ăn với cơm","Cơm cháy mỡ hành từ cơm nguội","3722","4","Món chiên, ăn vặt phù hợp, có thể ăn với cơm.","pinecone"
"Tôi muốn món chiên ăn vặt nhưng vẫn có thể ăn với cơm","Cháo chiên giòn","3568","4","Món chiên, ăn vặt đáp ứng tốt yêu cầu, phù hợp ăn với cơm.","pinecone"
"Tôi muốn món chiên ăn vặt nhưng vẫn có thể ăn với cơm","Thịt lụi chay nướng","569","0","Món nướng không phải món chiên, không phù hợp yêu cầu.","pinecone"
"Tôi muốn món chiên ăn vặt nhưng vẫn có thể ăn với cơm","Chả giò chiên bằng nồi chiên không dầu","4412","3","Món chiên, ăn vặt, không rõ nguyên liệu, hơi thiếu dữ liệu.","pinecone"
"Tôi muốn món chiên ăn vặt nhưng vẫn có thể ăn với cơm","Nem hải sản sốt mayonnaise","4274","2","Món chiên ăn vặt, nguyên liệu phù hợp, có thể ăn với cơm.","pinecone"
"Tôi muốn món chiên ăn vặt nhưng vẫn có thể ăn với cơm","Khoai lang chiên bằng nồi chiên không dầu","4293","4","Món chiên, ăn vặt rất phù hợp, nhanh, nguyên liệu đơn giản.","pinecone"
"Tôi muốn món chiên ăn vặt nhưng vẫn có thể ăn với cơm","Đậu hũ chiên bằng nồi chiên không dầu","3835","3","Món chiên phù hợp, không rõ ăn vặt nhưng liên quan.","pinecone"
"Tôi muốn món chiên ăn vặt nhưng vẫn có thể ăn với cơm","Tàu hũ chiên giòn","3485","3","Món chiên, món chay phù hợp, ăn vặt chưa xác định rõ.","pinecone"
"Tôi muốn món chiên ăn vặt nhưng vẫn có thể ăn với cơm","Ức vịt","725","1","Có món chiên nhưng là món nướng chủ yếu, lệch thể loại chính.","pinecone"
"Tôi muốn món chiên ăn vặt nhưng vẫn có thể ăn với cơm","Mực chiên mắm tỏi ớt","3474","4","Món chiên, ăn vặt phù hợp, nguyên liệu đúng yêu cầu.","pinecone"
"Tôi muốn món chiên ăn vặt nhưng vẫn có thể ăn với cơm","Khoai lang nướng","742","1","Món nướng ăn vặt, không phải món chiên, không phù hợp.","pinecone"
"Tôi muốn món chiên ăn vặt nhưng vẫn có thể ăn với cơm","Khoai lang chiên không cần bột","3415","3","Món chiên ăn vặt, nguyên liệu phù hợp nhưng thời gian nấu hơi dài.","pinecone"
"Tôi muốn món chiên ăn vặt nhưng vẫn có thể ăn với cơm","Khoai tây chiên KFC","3456","2","Món chiên ăn vặt phù hợp về thể loại, thời gian lâu và khẩu phần nhỏ.","pinecone"
"Tôi muốn món chiên ăn vặt nhưng vẫn có thể ăn với cơm","Tóp mỡ chay chiên giòn","6938","1","Món chay ăn vặt chiên giòn, nhưng không rõ ăn cùng cơm.","pinecone"
"Tôi muốn món chiên ăn vặt nhưng vẫn có thể ăn với cơm","Trứng vịt, trứng gà luộc chay","2832","0","Món kho, không phải món chiên, không phù hợp thể loại.","pinecone"
"Cho tôi một món chiên từ thịt gà thật dễ thành công","Cách làm gà tẩm bột chiên giòn aji quick","3463","4","Món chiên từ thịt gà, độ khó dễ, rất phù hợp yêu cầu.","pinecone"
"Cho tôi một món chiên từ thịt gà thật dễ thành công","Chân gà rút xương nướng sa tế","289","1","Dùng chân gà nhưng là món nướng, không phải món chiên.","pinecone"
"Cho tôi một món chiên từ thịt gà thật dễ thành công","Vịt chiên giòn","4531","0","Món chiên nhưng nguyên liệu chính là vịt, không phải gà.","pinecone"
"Cho tôi một món chiên từ thịt gà thật dễ thành công","Thịt xông khói bằng lò vi sóng","768","0","Món nướng với thịt ba chỉ, không phải món chiên gà.","pinecone"
"Cho tôi một món chiên từ thịt gà thật dễ thành công","Chân gà rút xương chiên giòn","3764","4","Món chiên từ chân gà, độ khó dễ, khớp rất tốt.","pinecone"
"Cho tôi một món chiên từ thịt gà thật dễ thành công","Cách chiên lạp vịt","3560","0","Chiên lạp vịt, không có thịt gà.","pinecone"
"Cho tôi một món chiên từ thịt gà thật dễ thành công","Nấu gà nguyên con bằng nồi nấu chậm","6514","0","Món từ gà nhưng nấu chậm, không phải món chiên, độ khó phù hợp nhưng không chiên.","pinecone"
"Cho tôi một món chiên từ thịt gà thật dễ thành công","Thịt heo chiên giòn","3771","0","Món chiên nhưng nguyên liệu là thịt heo, không phù hợp.","pinecone"
"Cho tôi một món chiên từ thịt gà thật dễ thành công","Gà cuộn lạp xưởng chiên","4639","4","Món chiên từ thịt gà (ức gà), độ khó dễ, phù hợp.","pinecone"
"Cho tôi một món chiên từ thịt gà thật dễ thành công","Snack da heo chiên giòn bằng nồi chiên không dầu","3820","0","Món chiên nhưng nguyên liệu chính là da heo, không phải gà.","pinecone"
